area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up Area,Ready To Move,Bapu Nagar,4 BHK,Prime Residency,737,4,3,67.58
Super built-up Area,Ready To Move,Chokdi Gangapol,5 BHK,Green Meadows,1116,5,3,83.14
Plot Area,Ready To Move,Parasrampuri,3 BHK,Blue Haven,3837,2,2,88.44
Built-up Area,Ready To Move,Tagore Nagar,2 BHK,Emerald Greens,1236,2,1,175.31
Plot Area,Ready To Move,Raja Park,1 BHK,Elite Society,3037,2,0,247.38
Super built-up Area,Under Construction,Raja Park,2 BHK,Blue Haven,3207,2,0,192.47
Super built-up Area,Ready To Move,Tagore Nagar,1 BHK,Park View,2410,1,0,326.5
Built-up Area,Under Construction,Bapu Nagar,1 BHK,Elite Society,1956,1,1,201.62
Built-up Area,Ready To Move,Raja Park,5 BHK,Heritage Homes,2553,5,3,86.25
Plot Area,Under Construction,Sirsi,1 BHK,Royal Enclave,4471,2,1,596.69
Built-up Area,Ready To Move,Manchwa,1 BHK,Blue Haven,2300,1,0,74.79
Carpet Area,Under Construction,Jawahar Nagar,4 BHK,Emerald Greens,749,4,2,71.59
Super built-up Area,Ready To Move,Parasrampuri,3 BHK,Royal Enclave,3196,3,2,154.63
Super built-up Area,Ready To Move,Maniyawas,3 BHK,Shyam Residency,3231,2,3,332.87
Built-up Area,Under Construction,Gandhi Path West,1 BHK,Metro Heights,754,1,1,89.03
Super built-up Area,Under Construction,Brahmpuri,2 BHK,Urban Estate,3163,2,2,221.17
Super built-up Area,Ready To Move,Shyam Nagar,2 BHK,Sunrise Apartments,3065,3,0,342.13
Plot Area,Under Construction,Malviya Nagar,4 BHK,Blue Haven,1110,4,2,162.81
Super built-up Area,Ready To Move,Vaishali Nagar,4 BHK,City Heights,1330,5,2,112.81
Super built-up Area,Ready To Move,Maniyawas,4 BHK,Emerald Greens,2922,5,2,403.33
Super built-up Area,Ready To Move,Civil Lines,5 BHK,City Heights,903,5,3,104.94
Super built-up Area,Ready To Move,Hanuman Nagar,2 BHK,Golden Horizon,1383,1,1,168.67
Super built-up Area,Under Construction,Hanuman Nagar,2 BHK,Heritage Homes,2546,3,1,304.15
Super built-up Area,Under Construction,Chokdi Gangapol,5 BHK,Luxury Heights,1615,5,3,63.5
Super built-up Area,Ready To Move,Vaishali Nagar,2 BHK,Zenith Society,1286,1,1,72.25
Plot Area,Ready To Move,Civil Lines,2 BHK,Park View,3334,1,2,79.75
Super built-up Area,Under Construction,Dahar Ka Balaji,4 BHK,Pearl Gardens,1288,3,2,133.82
Built-up Area,Ready To Move,Gandhi Path West,3 BHK,Green Meadows,2389,2,2,345.96
Super built-up Area,Ready To Move,Brahmpuri,4 BHK,Elite Society,2861,4,3,428.74
Built-up Area,Ready To Move,Bapu Nagar,1 BHK,Urban Estate,2827,2,0,330.51
Plot Area,Under Construction,Hanuman Nagar,5 BHK,Urban Estate,4957,4,3,599.76
Carpet Area,Ready To Move,Civil Lines,5 BHK,Royal Enclave,1046,5,3,97.59
Super built-up Area,Ready To Move,Maniyawas,4 BHK,Metro Heights,2051,5,2,135.37
Built-up Area,Ready To Move,Brahmpuri,3 BHK,Prime Residency,1369,2,3,135.82
Super built-up Area,Ready To Move,Hanuman Nagar,1 BHK,Elite Society,1562,1,1,41.22
Built-up Area,Under Construction,Mansarovar Ext.,2 BHK,Park View,1078,1,2,137.84
Super built-up Area,Ready To Move,Brahmpuri,1 BHK,Urban Estate,1149,2,1,116.13
Super built-up Area,Ready To Move,Shyam Nagar,3 BHK,Emerald Greens,2536,3,1,379.65
Carpet Area,Ready To Move,Parasrampuri,5 BHK,Urban Estate,1705,4,3,173.72
Super built-up Area,Ready To Move,Chokdi Gangapol,5 BHK,Zenith Society,3425,5,3,383.32
Plot Area,Ready To Move,Maniyawas,3 BHK,Shyam Residency,3614,2,1,465.65
Plot Area,Under Construction,Maniyawas,4 BHK,Pearl Gardens,4407,5,2,170.96
Super built-up Area,Ready To Move,Brahmpuri,2 BHK,City Heights,1312,2,2,28.15
Super built-up Area,Ready To Move,Manchwa,5 BHK,Golden Horizon,1735,5,3,93.48
Plot Area,Ready To Move,Civil Lines,4 BHK,Prime Residency,2931,4,3,152.75
Super built-up Area,Ready To Move,Parasrampuri,5 BHK,Park View,1951,4,3,80.45
Plot Area,Ready To Move,Mansarovar Ext.,1 BHK,Zenith Society,3514,2,0,457.9
Built-up Area,Ready To Move,Raja Park,5 BHK,Shyam Residency,2492,4,3,294.86
Carpet Area,Ready To Move,Chokdi Gangapol,2 BHK,Cosmopolitan Society,1273,1,0,26.1
Super built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Blue Haven,2710,3,1,127.35
Carpet Area,Under Construction,Maniyawas,3 BHK,Zenith Society,1788,4,3,196.55
Super built-up Area,Ready To Move,Raja Park,5 BHK,Green Meadows,1594,5,3,223.02
Plot Area,Ready To Move,Vaishali Nagar,4 BHK,Emerald Greens,1074,5,2,25.78
Super built-up Area,Ready To Move,Brahmpuri,5 BHK,Shyam Residency,3329,4,3,433.46
Super built-up Area,Ready To Move,Tagore Nagar,3 BHK,Royal Enclave,1798,2,3,121.62
Super built-up Area,Ready To Move,Sita Vihar,2 BHK,Park View,1770,2,1,213.07
Super built-up Area,Ready To Move,Dahar Ka Balaji,4 BHK,City Heights,1452,4,3,157.87
Super built-up Area,Under Construction,Manchwa,4 BHK,City Heights,2181,5,2,171.67
Super built-up Area,Under Construction,Tagore Nagar,1 BHK,Elite Society,2392,1,0,179.17
Super built-up Area,Ready To Move,Vaishali Nagar,2 BHK,City Heights,3136,1,1,391.82
Super built-up Area,Ready To Move,Tagore Nagar,1 BHK,Golden Horizon,2080,2,1,66.17
Carpet Area,Under Construction,Jawahar Nagar,1 BHK,Elite Society,618,1,0,80.52
Built-up Area,Ready To Move,Chokdi Gangapol,4 BHK,Heritage Homes,1587,5,3,215.14
Super built-up Area,Ready To Move,Civil Lines,5 BHK,Golden Horizon,3080,4,3,442.65
Built-up Area,Ready To Move,Malviya Nagar,1 BHK,Royal Enclave,2616,2,1,107.16
Super built-up Area,Under Construction,Mansarovar Ext.,4 BHK,Elite Society,1196,5,3,87.56
Built-up Area,Ready To Move,Malviya Nagar,3 BHK,Metro Heights,2834,4,2,392.4
Super built-up Area,Ready To Move,Manchwa,4 BHK,Park View,1145,3,2,44.78
Super built-up Area,Under Construction,Dahar Ka Balaji,1 BHK,Royal Enclave,1232,1,0,75.62
Built-up Area,Under Construction,Parasrampuri,3 BHK,Golden Horizon,1613,2,2,51.58
Built-up Area,Ready To Move,Malviya Nagar,5 BHK,Pearl Gardens,963,5,3,140.49
Super built-up Area,Under Construction,Ajmer Road,1 BHK,Pearl Gardens,1824,1,0,226.21
Plot Area,Ready To Move,Ajmer Road,5 BHK,Royal Enclave,1193,5,3,107.57
Super built-up Area,Ready To Move,Bapu Nagar,5 BHK,Park View,2896,5,3,403.28
Built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Park View,1323,4,3,146.04
Built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Shyam Residency,1504,2,1,38.44
Built-up Area,Ready To Move,Ajmer Road,3 BHK,Park View,1786,3,1,181.83
Plot Area,Ready To Move,Parasrampuri,3 BHK,Cosmopolitan Society,4385,4,2,167.52
Built-up Area,Ready To Move,Mansarovar Ext.,4 BHK,Urban Estate,1501,3,3,179.59
Plot Area,Ready To Move,Shyam Nagar,3 BHK,Sunrise Apartments,2602,4,1,107.32
Super built-up Area,Ready To Move,Malviya Nagar,5 BHK,Royal Enclave,2097,5,3,178.87
Built-up Area,Under Construction,Civil Lines,1 BHK,Zenith Society,1891,1,0,239.33
Super built-up Area,Ready To Move,Sirsi,4 BHK,Prime Residency,1113,3,2,152.68
Super built-up Area,Ready To Move,Brahmpuri,1 BHK,Royal Enclave,777,1,0,94.39
Plot Area,Under Construction,Hanuman Nagar,4 BHK,Green Meadows,2108,5,2,64.11
Carpet Area,Under Construction,Tagore Nagar,4 BHK,Shyam Residency,1277,5,2,63.77
Super built-up Area,Ready To Move,Dahar Ka Balaji,2 BHK,Luxury Heights,1558,2,1,84.24
Built-up Area,Under Construction,Manchwa,5 BHK,Zenith Society,1952,4,3,94.02
Plot Area,Ready To Move,Manchwa,5 BHK,Raj Villas,4890,5,3,636.22
Built-up Area,Ready To Move,Tagore Nagar,3 BHK,City Heights,1486,2,2,103.0
Plot Area,Ready To Move,Malviya Nagar,5 BHK,Sunrise Apartments,3170,5,3,229.23
Super built-up Area,Under Construction,Chokdi Gangapol,2 BHK,Urban Estate,786,3,2,76.07
Super built-up Area,Ready To Move,Raja Park,5 BHK,Blue Haven,3399,5,3,419.63
Plot Area,Ready To Move,Raja Park,5 BHK,Sapphire Residency,2737,5,3,318.53
Plot Area,Ready To Move,Shyam Nagar,1 BHK,Sunrise Apartments,4880,2,0,106.39
Plot Area,Ready To Move,Shyam Nagar,1 BHK,Zenith Society,1954,1,1,249.39
Plot Area,Ready To Move,Ajmer Road,5 BHK,Golden Horizon,1990,4,3,297.34
Plot Area,Under Construction,Jawahar Nagar,2 BHK,Blue Haven,3312,2,0,323.09
Built-up Area,Under Construction,Raja Park,5 BHK,Prime Residency,1814,5,3,183.16
Super built-up Area,Under Construction,Mansarovar Ext.,1 BHK,Sapphire Residency,3484,1,0,125.79
Built-up Area,Ready To Move,Gandhi Path West,2 BHK,Emerald Greens,1657,3,0,192.52
Plot Area,Ready To Move,Ajmer Road,4 BHK,Sapphire Residency,4742,4,3,327.97
Super built-up Area,Ready To Move,Shyam Nagar,4 BHK,Shyam Residency,3441,4,3,412.7
Carpet Area,Ready To Move,Brahmpuri,4 BHK,Golden Horizon,1792,4,3,226.05
Carpet Area,Under Construction,Hanuman Nagar,4 BHK,Emerald Greens,771,5,3,78.53
Built-up Area,Ready To Move,Civil Lines,3 BHK,Luxury Heights,2768,4,2,93.76
Super built-up Area,Under Construction,Dahar Ka Balaji,1 BHK,Blue Haven,1241,1,0,178.15
Carpet Area,Ready To Move,Maniyawas,3 BHK,Green Meadows,1387,4,2,63.88
Carpet Area,Ready To Move,Sita Vihar,2 BHK,Heritage Homes,926,3,1,122.76
Super built-up Area,Under Construction,Maniyawas,2 BHK,Zenith Society,2834,1,0,305.75
Carpet Area,Ready To Move,Gandhi Path West,4 BHK,Park View,1748,3,3,229.77
Super built-up Area,Under Construction,Brahmpuri,5 BHK,Shyam Residency,1643,4,3,186.1
Built-up Area,Ready To Move,Sita Vihar,2 BHK,Zenith Society,791,1,2,28.18
Carpet Area,Ready To Move,Raja Park,2 BHK,Sapphire Residency,1510,2,2,126.4
Plot Area,Under Construction,Hanuman Nagar,3 BHK,Cosmopolitan Society,2394,2,1,271.42
Super built-up Area,Ready To Move,Jawahar Nagar,1 BHK,Sapphire Residency,2607,2,0,279.36
Super built-up Area,Under Construction,Chokdi Gangapol,5 BHK,Park View,2059,5,3,68.48
Plot Area,Ready To Move,Brahmpuri,5 BHK,City Heights,2126,5,3,158.12
Super built-up Area,Ready To Move,Brahmpuri,1 BHK,Pearl Gardens,1689,1,1,236.89
Super built-up Area,Under Construction,Sirsi,4 BHK,Sapphire Residency,1118,3,3,147.34
Built-up Area,Under Construction,Civil Lines,4 BHK,Heritage Homes,2706,3,3,346.43
Built-up Area,Ready To Move,Hanuman Nagar,5 BHK,Elite Society,2583,4,3,189.09
Plot Area,Ready To Move,Bapu Nagar,3 BHK,Green Meadows,1676,3,3,57.17
Super built-up Area,Ready To Move,Tagore Nagar,1 BHK,Emerald Greens,2299,1,0,312.27
Super built-up Area,Under Construction,Manchwa,3 BHK,Prime Residency,1297,3,1,70.18
Plot Area,Ready To Move,Tagore Nagar,3 BHK,Green Meadows,886,4,2,24.55
Built-up Area,Ready To Move,Shyam Nagar,2 BHK,Blue Haven,900,3,2,121.34
Plot Area,Ready To Move,Hanuman Nagar,4 BHK,Metro Heights,2929,5,3,293.58
Built-up Area,Ready To Move,Raja Park,3 BHK,Zenith Society,2809,4,1,346.13
Super built-up Area,Ready To Move,Maniyawas,5 BHK,Park View,2507,5,3,177.08
Plot Area,Ready To Move,Malviya Nagar,2 BHK,Emerald Greens,1617,1,2,124.24
Plot Area,Ready To Move,Shyam Nagar,2 BHK,Emerald Greens,1208,2,0,136.37
Super built-up Area,Ready To Move,Gandhi Path West,1 BHK,Prime Residency,2920,1,0,110.25
Plot Area,Ready To Move,Jawahar Nagar,1 BHK,Luxury Heights,2744,1,1,311.16
Plot Area,Ready To Move,Brahmpuri,1 BHK,Urban Estate,2447,1,0,277.59
Super built-up Area,Ready To Move,Chokdi Gangapol,2 BHK,Sunrise Apartments,2053,3,2,127.67
Super built-up Area,Ready To Move,Civil Lines,3 BHK,Royal Enclave,2797,2,1,223.6
Plot Area,Under Construction,Chokdi Gangapol,1 BHK,Cosmopolitan Society,2812,1,0,186.13
Carpet Area,Ready To Move,Tagore Nagar,3 BHK,Elite Society,1569,2,3,65.05
Plot Area,Under Construction,Dahar Ka Balaji,1 BHK,Prime Residency,2967,1,1,261.65
Plot Area,Ready To Move,Shyam Nagar,3 BHK,Cosmopolitan Society,2325,3,2,146.89
Plot Area,Under Construction,Gandhi Path West,1 BHK,Golden Horizon,2955,1,0,317.23
Super built-up Area,Ready To Move,Malviya Nagar,2 BHK,Pearl Gardens,2873,1,1,294.98
Plot Area,Ready To Move,Gandhi Path West,4 BHK,Golden Horizon,3452,3,3,385.25
Super built-up Area,Ready To Move,Bapu Nagar,4 BHK,Metro Heights,1792,3,2,207.64
Built-up Area,Ready To Move,Sita Vihar,4 BHK,Sunrise Apartments,830,3,3,29.0
Built-up Area,Ready To Move,Civil Lines,1 BHK,Royal Enclave,805,1,0,89.71
Plot Area,Under Construction,Parasrampuri,5 BHK,City Heights,4395,5,3,564.62
Super built-up Area,Ready To Move,Sita Vihar,3 BHK,Park View,937,2,2,101.89
Super built-up Area,Ready To Move,Raja Park,5 BHK,Pearl Gardens,814,5,3,48.57
Plot Area,Ready To Move,Sita Vihar,5 BHK,Zenith Society,3827,5,3,360.85
Built-up Area,Under Construction,Sita Vihar,1 BHK,Sapphire Residency,704,1,0,40.94
Super built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Pearl Gardens,2743,2,1,97.85
Super built-up Area,Under Construction,Civil Lines,5 BHK,Cosmopolitan Society,1180,4,3,81.01
Plot Area,Ready To Move,Malviya Nagar,1 BHK,Sunrise Apartments,936,1,0,60.86
Super built-up Area,Ready To Move,Sirsi,2 BHK,Sapphire Residency,708,3,0,48.62
Super built-up Area,Under Construction,Maniyawas,5 BHK,Zenith Society,2270,5,3,310.69
Super built-up Area,Under Construction,Chokdi Gangapol,3 BHK,Golden Horizon,708,3,1,99.19
Super built-up Area,Ready To Move,Sirsi,5 BHK,Golden Horizon,757,5,3,53.27
Super built-up Area,Ready To Move,Sirsi,5 BHK,Zenith Society,920,4,3,105.83
Built-up Area,Ready To Move,Hanuman Nagar,3 BHK,Shyam Residency,1836,4,3,71.42
Plot Area,Ready To Move,Tagore Nagar,5 BHK,Park View,1866,5,3,245.31
Plot Area,Under Construction,Bapu Nagar,1 BHK,Zenith Society,3572,1,0,321.61
Super built-up Area,Ready To Move,Parasrampuri,2 BHK,Sunrise Apartments,3385,3,2,410.94
Built-up Area,Under Construction,Sita Vihar,3 BHK,Golden Horizon,1809,3,1,116.66
Built-up Area,Ready To Move,Sita Vihar,5 BHK,Sunrise Apartments,2020,4,3,70.66
Carpet Area,Ready To Move,Maniyawas,1 BHK,Prime Residency,2093,1,1,298.34
Carpet Area,Ready To Move,Jawahar Nagar,1 BHK,Heritage Homes,825,2,1,111.81
Super built-up Area,Ready To Move,Vaishali Nagar,3 BHK,Sapphire Residency,1889,4,1,41.23
Carpet Area,Ready To Move,Hanuman Nagar,5 BHK,Metro Heights,673,5,3,35.27
Super built-up Area,Ready To Move,Civil Lines,4 BHK,Shyam Residency,2999,4,3,302.26
Super built-up Area,Ready To Move,Mansarovar Ext.,5 BHK,Sapphire Residency,734,4,3,53.83
Plot Area,Ready To Move,Brahmpuri,5 BHK,Raj Villas,3532,4,3,364.77
Built-up Area,Ready To Move,Mansarovar Ext.,3 BHK,City Heights,2984,3,1,444.51
Plot Area,Ready To Move,Raja Park,1 BHK,Pearl Gardens,3641,1,1,514.62
Super built-up Area,Ready To Move,Civil Lines,3 BHK,Prime Residency,2817,2,1,76.6
Carpet Area,Ready To Move,Shyam Nagar,1 BHK,Pearl Gardens,2055,2,0,304.82
Built-up Area,Ready To Move,Sirsi,5 BHK,Cosmopolitan Society,697,5,3,78.71
Plot Area,Under Construction,Bapu Nagar,5 BHK,Raj Villas,3866,5,3,175.09
Super built-up Area,Ready To Move,Raja Park,2 BHK,Luxury Heights,852,2,0,20.99
Super built-up Area,Ready To Move,Jawahar Nagar,5 BHK,Park View,1936,5,3,274.85
Super built-up Area,Ready To Move,Shyam Nagar,1 BHK,Cosmopolitan Society,1364,1,0,102.85
Plot Area,Ready To Move,Civil Lines,5 BHK,Luxury Heights,1692,4,3,130.36
Super built-up Area,Ready To Move,Civil Lines,5 BHK,Royal Enclave,1214,5,3,132.69
Super built-up Area,Ready To Move,Civil Lines,2 BHK,Golden Horizon,746,2,2,30.89
Plot Area,Ready To Move,Vaishali Nagar,4 BHK,Zenith Society,4751,3,3,602.02
Super built-up Area,Ready To Move,Hanuman Nagar,4 BHK,Emerald Greens,2974,5,2,319.06
Plot Area,Ready To Move,Ajmer Road,3 BHK,City Heights,4060,3,1,560.1
Built-up Area,Under Construction,Gandhi Path West,3 BHK,Blue Haven,1754,2,2,37.39
Built-up Area,Ready To Move,Bapu Nagar,2 BHK,Raj Villas,2320,1,0,215.7
Plot Area,Ready To Move,Hanuman Nagar,2 BHK,Metro Heights,1378,3,2,78.86
Plot Area,Ready To Move,Civil Lines,4 BHK,Metro Heights,2672,4,3,271.94
Plot Area,Under Construction,Hanuman Nagar,1 BHK,Heritage Homes,2293,2,0,51.73
Super built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Blue Haven,2896,3,2,381.44
Plot Area,Ready To Move,Jawahar Nagar,3 BHK,Heritage Homes,4169,3,1,106.14
Super built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Pearl Gardens,2860,1,1,90.8
Super built-up Area,Ready To Move,Tagore Nagar,5 BHK,Blue Haven,1220,5,3,41.1
Super built-up Area,Under Construction,Parasrampuri,5 BHK,Golden Horizon,833,5,3,44.0
Super built-up Area,Ready To Move,Malviya Nagar,4 BHK,Luxury Heights,1727,4,3,235.3
Built-up Area,Ready To Move,Shyam Nagar,4 BHK,Raj Villas,2230,3,3,270.36
Carpet Area,Under Construction,Chokdi Gangapol,4 BHK,Heritage Homes,1838,3,2,161.49
Super built-up Area,Ready To Move,Gandhi Path West,4 BHK,City Heights,2173,4,3,60.81
Super built-up Area,Ready To Move,Parasrampuri,3 BHK,Green Meadows,2183,4,3,191.16
Super built-up Area,Ready To Move,Bapu Nagar,1 BHK,City Heights,2515,1,1,206.18
Built-up Area,Ready To Move,Tagore Nagar,4 BHK,Green Meadows,2968,4,3,409.07
Super built-up Area,Under Construction,Malviya Nagar,3 BHK,Heritage Homes,2615,3,2,83.54
Plot Area,Under Construction,Dahar Ka Balaji,5 BHK,Metro Heights,3176,5,3,313.35
Carpet Area,Ready To Move,Malviya Nagar,2 BHK,Heritage Homes,794,2,1,107.14
Plot Area,Ready To Move,Maniyawas,2 BHK,Raj Villas,3347,2,0,314.64
Plot Area,Ready To Move,Brahmpuri,3 BHK,Raj Villas,1210,2,2,45.59
Carpet Area,Ready To Move,Raja Park,4 BHK,Heritage Homes,891,4,2,57.45
Super built-up Area,Ready To Move,Maniyawas,4 BHK,Urban Estate,3208,4,3,465.98
Plot Area,Ready To Move,Sita Vihar,3 BHK,Zenith Society,2969,4,3,187.39
Plot Area,Ready To Move,Gandhi Path West,1 BHK,Elite Society,4460,2,1,436.31
Super built-up Area,Under Construction,Dahar Ka Balaji,4 BHK,Sapphire Residency,2345,4,2,324.51
Carpet Area,Under Construction,Tagore Nagar,2 BHK,Pearl Gardens,1498,3,0,74.94
Plot Area,Under Construction,Ajmer Road,2 BHK,Golden Horizon,2502,2,0,286.51
Built-up Area,Ready To Move,Mansarovar Ext.,3 BHK,Heritage Homes,867,4,2,128.62
Super built-up Area,Ready To Move,Parasrampuri,2 BHK,Raj Villas,2569,3,0,135.44
Super built-up Area,Under Construction,Hanuman Nagar,3 BHK,Cosmopolitan Society,1142,3,2,160.68
Super built-up Area,Ready To Move,Malviya Nagar,3 BHK,Shyam Residency,980,2,3,28.87
Super built-up Area,Ready To Move,Tagore Nagar,1 BHK,Heritage Homes,1990,2,0,189.8
Plot Area,Ready To Move,Tagore Nagar,5 BHK,Heritage Homes,911,5,3,64.09
Super built-up Area,Ready To Move,Shyam Nagar,1 BHK,Metro Heights,1313,2,1,81.94
Super built-up Area,Ready To Move,Brahmpuri,3 BHK,Golden Horizon,2518,2,2,127.78
Built-up Area,Under Construction,Shyam Nagar,1 BHK,Park View,1895,2,0,164.27
Plot Area,Under Construction,Tagore Nagar,1 BHK,Sapphire Residency,4918,2,0,286.56
Built-up Area,Ready To Move,Gandhi Path West,1 BHK,City Heights,2720,1,1,58.85
Super built-up Area,Ready To Move,Jawahar Nagar,4 BHK,Blue Haven,1722,3,3,227.48
Super built-up Area,Under Construction,Bapu Nagar,1 BHK,Metro Heights,2124,2,0,43.88
Super built-up Area,Under Construction,Brahmpuri,5 BHK,Elite Society,2924,5,3,435.36
Super built-up Area,Under Construction,Ajmer Road,5 BHK,Emerald Greens,1265,4,3,27.33
Plot Area,Ready To Move,Dahar Ka Balaji,4 BHK,Urban Estate,1755,4,3,39.89
Plot Area,Under Construction,Ajmer Road,3 BHK,Heritage Homes,2681,4,2,122.24
Super built-up Area,Ready To Move,Jawahar Nagar,5 BHK,Emerald Greens,1032,5,3,109.57
Built-up Area,Ready To Move,Civil Lines,4 BHK,Elite Society,866,5,3,110.75
Plot Area,Ready To Move,Chokdi Gangapol,3 BHK,Sapphire Residency,1063,4,1,58.73
Super built-up Area,Ready To Move,Brahmpuri,3 BHK,Cosmopolitan Society,1700,3,2,73.8
Super built-up Area,Ready To Move,Maniyawas,4 BHK,Heritage Homes,2520,3,3,181.04
Super built-up Area,Under Construction,Shyam Nagar,4 BHK,Shyam Residency,2867,3,3,167.04
Built-up Area,Ready To Move,Bapu Nagar,3 BHK,Urban Estate,2018,3,3,110.81
Plot Area,Ready To Move,Sirsi,4 BHK,Green Meadows,2975,3,3,204.24
Plot Area,Ready To Move,Vaishali Nagar,4 BHK,Park View,3406,3,3,259.8
Super built-up Area,Ready To Move,Shyam Nagar,1 BHK,Park View,1481,1,1,88.48
Plot Area,Under Construction,Brahmpuri,3 BHK,Sapphire Residency,1085,4,2,157.64
Super built-up Area,Under Construction,Raja Park,1 BHK,Zenith Society,1875,1,0,250.86
Super built-up Area,Under Construction,Parasrampuri,4 BHK,Blue Haven,2270,4,3,64.76
Super built-up Area,Ready To Move,Jawahar Nagar,4 BHK,Emerald Greens,2824,5,3,64.53
Plot Area,Ready To Move,Ajmer Road,1 BHK,Shyam Residency,2537,1,0,114.82
Built-up Area,Ready To Move,Parasrampuri,2 BHK,Urban Estate,2689,1,2,328.3
Built-up Area,Under Construction,Bapu Nagar,4 BHK,Zenith Society,2733,5,3,281.65
Plot Area,Ready To Move,Chokdi Gangapol,4 BHK,Green Meadows,1128,4,3,56.1
Super built-up Area,Ready To Move,Bapu Nagar,5 BHK,Zenith Society,2315,5,3,151.64
Plot Area,Ready To Move,Jawahar Nagar,3 BHK,Green Meadows,3278,2,2,374.79
Carpet Area,Ready To Move,Ajmer Road,5 BHK,Blue Haven,922,5,3,125.31
Super built-up Area,Ready To Move,Chokdi Gangapol,2 BHK,Zenith Society,2185,3,0,315.62
Plot Area,Ready To Move,Hanuman Nagar,2 BHK,Sapphire Residency,3640,3,1,301.63
Plot Area,Under Construction,Bapu Nagar,3 BHK,Green Meadows,4340,2,3,105.09
Plot Area,Ready To Move,Civil Lines,2 BHK,Sapphire Residency,1210,2,0,76.69
Super built-up Area,Ready To Move,Dahar Ka Balaji,2 BHK,Raj Villas,2623,1,1,125.95
Super built-up Area,Ready To Move,Dahar Ka Balaji,4 BHK,Cosmopolitan Society,2790,5,3,310.31
Plot Area,Under Construction,Ajmer Road,1 BHK,Raj Villas,2163,1,0,293.61
Plot Area,Ready To Move,Bapu Nagar,2 BHK,Urban Estate,3471,1,0,381.17
Built-up Area,Under Construction,Vaishali Nagar,5 BHK,Green Meadows,611,5,3,43.97
Super built-up Area,Under Construction,Tagore Nagar,5 BHK,Sunrise Apartments,2584,4,3,224.85
Carpet Area,Ready To Move,Jawahar Nagar,3 BHK,Shyam Residency,1146,2,2,120.06
Carpet Area,Ready To Move,Vaishali Nagar,4 BHK,Sapphire Residency,1311,3,3,93.53
Plot Area,Ready To Move,Ajmer Road,1 BHK,Royal Enclave,1654,1,0,175.23
Super built-up Area,Ready To Move,Raja Park,4 BHK,City Heights,2648,5,2,361.3
Plot Area,Ready To Move,Sita Vihar,1 BHK,Cosmopolitan Society,3315,1,0,375.66
Super built-up Area,Ready To Move,Brahmpuri,4 BHK,Sunrise Apartments,1976,3,3,133.72
